ImgFundo,Idimg,NomeImg,Posição
fundo1.gif;fundo10.gif;fundo11.gif;fundo12.gif;fundo13.gif;fundo14.gif;fundo15.gif;fundo16.gif;fundo17.gif;fundo18.gif;fundo2.gif;fundo3.gif;fundo4.gif;fundo5.gif;fundo6.gif;fundo7.gif;fundo8.gif;fundo9.gif,0,fundo1.gif,
