Id,Imp_Preco,QtdCod,alteraprecocompra,alteraprecovenda,markuppadrao,ImpCarne80,PesqVenda,maxtela,txtproblema,txtobra,cx1,cx2,cx3,cx4,cx5,cx6,imeiserial,simnao,exibecusto,RetratoPaisagem,qtdvias,txtwaths,fontedesc,fontetermo,campo7,campo8,campo9,campo10,campo11,campo12,campo13,campo14,saidesenho,grade,iniciarvenda
93,SIM,13,NÃO,NÃO,MARKUP,A4,codigo,Nao,Problema:,Laudo:,BATERIA,CABOS,FONTE,Campo4,Campo 5,Campo 6,Nº Serie / Imei,SIM,SIM,Paisagem,2,"Olá, digite aqui sua mensagem padrão de envio",7.0,7.0,Campo 1,Campo 2,Campo 3,Campo 8,Campo 5,Campo 6,Campo 7,Campo 9,NÃO,NÃO,Código Produto
