idCaixa,Data_caixa_abertura,Data_caixa_fechamento,Responsavel,Entradas,Saidas,Retirada,Saldo,Situacao,Obs,CxInicial,RecParcela,RecCheque,Despesas,SagriaRet,PgtoContasCompras,ChequePg,Devolucoes,Editado
1,2020-04-21,2020-04-21,,,,0.0,0.0,Fechado,,,,,,,,,,False
