nomeImpressora,texto_impressaocupom,nomeImpressorarel,texto_impressaonota,generic
,"________________________________
Assinatura do Cliente

Obrigado Volte Sempre!",Microsoft XPS Document Writer,"__________________________________________
Assinatura do Cliente
Não é válido como nota fiscal",False
