id,DATA_VENDAS,NºCOD_VENDAS,NºOS,Desc,formapgto,formapgto_2,SomaDeTaxaCartao,SomaDeTaxaCartao2,ENTRADA_NA_VENDA,DESCONTO_VENDA,TOTAL_LIQUIDO_VENDA,TOTAL_LIQUIDO_VENDA2,TOTAL_LIQUIDO_VENDA_TAXA,TOTAL_LIQUIDO_VENDA_TAXA2,Caixa_Inicial,Rec_Parcelas,Cheques_Rec,Despesas,Sangria,Pgto_contas,Cheques_Pagos,FluxoCaixa,FluxoCaixa2,Devolucoes,Venda_OS,usuario_vend,Dt_CompletaVenda
242,2020-10-15,0,0,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,,2020-10-15 16:57:04
