nomeImpressora,impressoraCupom,textoFinalCupom,tituloComprovanteVenda,dadosClienteCupom
Microsoft XPS Document Writer,Impressora 80mm,"Obrigado pela preferência
Volte sempre",Nota de Venda,NÃO
